Transaction ID,Date,User ID,Book Title,Genre,Borrowing Duration (Days)
T00645,2025-09-10,U0076,Crown of Thorned Vines,Fantasy,19
T01252,2025-12-31,U0031,Empires of Sand,History,6
T00425,2025-06-14,U0037,The Art of Deep Rest,Self-Help,21
T01467,2025-04-14,U0060,Crown of Thorned Vines,Fantasy,5
T00733,2025-10-29,U0073,Echoes of Andromeda,Science Fiction,14
T01179,2025-08-07,U0037,The Merchant Kingdoms,History,1
T01358,2025-06-06,U0086,The Silent Orchard,Fiction,4
T00088,2025-05-01,U0012,Notes from a Quiet Life,Biography,20
T01361,2025-11-18,U0111,Rising: A Memoir,Biography,16
T00518,2025-07-14,U0020,Midnight in Avalon,Fiction,5
T00294,2025-05-25,U0048,Echoes of Andromeda,Science Fiction,14
T00350,2025-08-13,U0101,The Long Road Home,Biography,32
T00486,2025-10-27,U0120,The Vanishing Hour,Mystery,15
T00829,2025-12-10,U0084,Life in the Margins,Biography,2
T01044,2025-07-17,U0032,Habits That Stick,Self-Help,2
T00252,2025-07-10,U0095,Midnight in Avalon,Fiction,9
T01457,2025-02-03,U0022,A Century of Silence,History,10
T01038,2025-03-06,U0035,Midnight in Avalon,Fiction,11
T01281,2025-04-10,U0076,The Art of Deep Rest,Self-Help,3
T00993,2025-12-12,U0002,Atomic Focus,Self-Help,7
T01029,2025-05-30,U0056,The Silent Orchard,Fiction,9
T00207,2025-11-07,U0007,The Art of Deep Rest,Self-Help,8
T00869,2025-09-09,U0039,Empires of Sand,History,3
T00126,2025-08-24,U0107,Rising: A Memoir,Biography,3
T00142,2025-01-08,U0039,Detective Rao's Final Case,Mystery,13
T00839,2025-10-29,U0085,Crown of Thorned Vines,Fantasy,16
T00343,2025-08-06,U0011,The Vanishing Hour,Mystery,19
T01426,2025-03-15,U0106,Life in the Margins,Biography,46
T01238,2025-12-14,U0102,Case of the Broken Compass,Mystery,18
T01250,2025-09-18,U0059,Rising: A Memoir,Biography,14
T01409,2025-11-24,U0053,Midnight in Avalon,Fiction,9
T01039,2025-04-22,U0064,Echoes of Andromeda,Science Fiction,7
T00751,2025-03-25,U0045,Life in the Margins,Biography,10
T00511,2025-06-19,U0070,Atomic Focus,Self-Help,7
T01348,2025-11-10,U0082,Habits That Stick,Self-Help,5
T01334,2025-02-27,U0025,Case of the Broken Compass,Mystery,3
T00453,2025-02-05,U0008,The Cartographer's Daughter,Fiction,13
T01342,2025-02-07,U0029,The Dragon's Ledger,Fantasy,1
T00300,2025-07-12,U0072,Midnight in Avalon,Fiction,18
T00746,2025-10-19,U0068,Habits That Stick,Self-Help,36
T00998,2025-05-19,U0093,Empires of Sand,History,10
T00371,2025-11-22,U0026,The Cartographer's Daughter,Fiction,11
T01062,2025-04-05,U0094,An Ordinary Genius,Biography,14
T01395,2025-12-19,U0044,A Century of Silence,History,2
T01347,2025-06-01,U0114,Detective Rao's Final Case,Mystery,12
T00646,2025-10-07,U0094,Habits That Stick,Self-Help,12
T01352,2025-10-30,U0115,Life in the Margins,Biography,22
T00108,2025-06-22,U0050,Crown of Thorned Vines,Fantasy,14
T01337,2025-08-21,U0079,Beyond the Event Horizon,Science Fiction,53
T01475,2025-07-20,U0008,Echoes of Andromeda,Science Fiction,13
T01020,2025-03-09,U0017,The Sorcerer's Apprentice,Fantasy,12
T00844,2025-05-08,U0098,Revolutions of the Mind,History,23
T01065,2025-03-20,U0071,The Last Rune Keeper,Fantasy,8
T01406,2025-08-06,U0115,Empires of Sand,History,2
T00933,2025-10-21,U0006,Rising: A Memoir,Biography,18
T00625,2025-10-02,U0020,A Century of Silence,History,18
T01453,2025-02-05,U0110,The Sorcerer's Apprentice,Fantasy,21
T00801,2025-09-04,U0089,Revolutions of the Mind,History,20
T01461,2025-11-05,U0086,Detective Rao's Final Case,Mystery,1
T01218,2025-08-27,U0119,The Cartographer's Daughter,Fiction,21
T00774,2025-08-30,U0010,A Century of Silence,History,6
T01472,2025-12-28,U0114,Habits That Stick,Self-Help,7
T01118,2025-02-25,U0047,Revolutions of the Mind,History,57
T01385,2025-03-27,U0059,Detective Rao's Final Case,Mystery,10
T00449,2025-09-19,U0116,Crown of Thorned Vines,Fantasy,3
T00052,2025-10-03,U0010,The Merchant Kingdoms,History,10
T00724,2025-05-01,U0113,Crown of Thorned Vines,Fantasy,9
T01346,2025-02-26,U0018,A Thousand Quiet Rooms,Fiction,8
T00686,2025-10-05,U0064,Empires of Sand,History,8
T00619,2025-08-04,U0073,The Forgotten Treaty,History,7
T00528,2025-09-11,U0081,Quantum Drift,Science Fiction,12
T00895,2025-01-22,U0016,Life in the Margins,Biography,49
T00707,2025-01-18,U0103,Crown of Thorned Vines,Fantasy,5
T00874,2025-11-29,U0106,The Merchant Kingdoms,History,51
T00155,2025-08-21,U0111,Case of the Broken Compass,Mystery,13
T00918,2025-12-04,U0073,The Last Colony Ship,Science Fiction,11
T01437,2025-04-11,U0006,The Art of Deep Rest,Self-Help,13
T00987,2025-01-22,U0070,The Art of Deep Rest,Self-Help,8
T01493,2025-10-04,U0085,Case of the Broken Compass,Mystery,8
T00789,2025-07-26,U0117,The Last Colony Ship,Science Fiction,37
T01420,2025-08-25,U0041,A Thousand Quiet Rooms,Fiction,14
T01093,2025-10-23,U0104,The Silent Orchard,Fiction,16
T00364,2025-06-08,U0009,The Forgotten Treaty,History,10
T00804,2025-06-01,U0059,Rising: A Memoir,Biography,1
T01400,2025-12-10,U0087,The Forgotten Treaty,History,17
T01223,2025-02-27,U0061,The Silent Orchard,Fiction,7
T00499,2025-05-10,U0068,The Last Colony Ship,Science Fiction,13
T01094,2025-06-21,U0118,Habits That Stick,Self-Help,14
T01307,2025-07-03,U0089,Midnight in Avalon,Fiction,17
T00124,2025-02-05,U0048,The Sorcerer's Apprentice,Fantasy,5
T00233,2025-10-17,U0101,The Merchant Kingdoms,,13
T00633,2025-05-20,U0055,Detective Rao's Final Case,Mystery,20
T00117,2025-08-27,U0028,Midnight in Avalon,Fiction,18
T00441,2025-03-02,U0089,Habits That Stick,Self-Help,6
T01410,2025-08-25,U0072,The Sorcerer's Apprentice,Fantasy,12
T00066,2025-03-21,U0080,Kingdom of Ash and Ember,Fantasy,1
T00827,2025-07-31,U0052,The Silent Orchard,Fiction,47
T01093,2025-10-23,U0104,The Silent Orchard,Fiction,16
T00516,2025-08-10,U0049,Detective Rao's Final Case,Mystery,6
T00916,2025-12-06,U0002,The Dragon's Ledger,Fantasy,11
T01305,2025-05-29,U0098,Empires of Sand,History,7
T00848,2025-05-29,U0092,The Last Colony Ship,Science Fiction,10
T00179,2025-03-16,U0071,Quantum Drift,Science Fiction,1
T01399,2025-01-12,U0026,Habits That Stick,Self-Help,10
T00694,2025-03-31,U0041,Crown of Thorned Vines,Fantasy,15
T00366,2025-02-07,U0083,A Century of Silence,History,9
T00268,2025-10-31,U0087,Case of the Broken Compass,Mystery,11
T00903,2025-11-14,U0037,Quantum Drift,Science Fiction,14
T01133,2025-03-16,U0117,The Sorcerer's Apprentice,Fantasy,8
T00019,2025-02-24,U0065,The Art of Deep Rest,Self-Help,9
T00049,2025-06-10,U0092,The Last Colony Ship,Science Fiction,10
T00571,2025-09-08,U0057,Rewire Your Mornings,Self-Help,2
T00215,2025-06-01,U0104,Crown of Thorned Vines,Fantasy,23
T01398,2025-11-25,U0078,Detective Rao's Final Case,Mystery,1
T00311,2025-08-29,U0104,Quantum Drift,Science Fiction,15
T00506,2025-10-18,U0089,Revolutions of the Mind,History,9
T01155,2025-07-21,U0018,Atomic Focus,Self-Help,8
T00426,2025-10-01,U0030,Rising: A Memoir,Biography,15
T00813,2025-10-19,U0103,The Long Road Home,,14
T00104,2025-01-11,U0090,Habits That Stick,Self-Help,12
T00504,2025-08-11,U0109,Midnight in Avalon,Fiction,15
T01103,2025-09-07,U0026,Crown of Thorned Vines,Fantasy,2
T01118,2025-02-25,U0047,Revolutions of the Mind,History,57
T00205,2025-12-25,U0038,Detective Rao's Final Case,Mystery,15
T00178,2025-12-28,U0066,Rewire Your Mornings,Self-Help,20
T00133,2025-04-08,U0067,Life in the Margins,Biography,4
T00495,2025-09-05,U0079,Rising: A Memoir,Biography,17
T01064,2025-04-08,U0050,An Ordinary Genius,Biography,3
T00089,2025-03-17,U0026,Quantum Drift,Science Fiction,37
T00768,2025-12-10,U0061,Rising: A Memoir,Biography,3
T00708,2025-07-12,U0022,The Cartographer's Daughter,Fiction,25
T00290,2025-10-20,U0104,Crown of Thorned Vines,Fantasy,1
T00213,2025-10-04,U0017,The Last Colony Ship,Science Fiction,21
T00637,2025-01-07,U0110,The Silent Orchard,Fiction,18
T00166,2025-09-09,U0105,The Sorcerer's Apprentice,Fantasy,32
T01048,2025-06-02,U0082,Beyond the Event Horizon,Science Fiction,21
T00995,2025-11-10,U0061,Quantum Drift,Science Fiction,14
T01055,2025-11-27,U0072,The Locked Library,Mystery,16
T00484,,U0098,,Self-Help,14
T00816,2025-05-14,U0009,The Sorcerer's Apprentice,Fantasy,12
T00369,2025-03-26,U0039,An Ordinary Genius,Biography,3
T01192,2025-06-03,U0067,A Thousand Quiet Rooms,Fiction,1
T00669,2025-06-19,U0109,Midnight in Avalon,Fiction,13
T00690,2025-12-27,U0076,The Silent Orchard,Fiction,7
T01416,2025-05-22,U0098,The Silent Orchard,Fiction,19
T00854,2025-05-17,U0026,Rising: A Memoir,Biography,12
T01206,2025-08-28,U0043,The Forgotten Treaty,History,20
T01233,2025-11-02,U0105,Midnight in Avalon,Fiction,
T00800,2025-01-21,U0021,Kingdom of Ash and Ember,Fantasy,11
T00601,2025-12-25,U0093,Rising: A Memoir,Biography,9
T01195,2025-11-17,U0049,Detective Rao's Final Case,Mystery,21
T00960,2025-01-03,U0082,The Dragon's Ledger,Fantasy,15
T01321,2025-10-07,U0074,The Merchant Kingdoms,History,17
T00450,2025-09-20,U0017,A Thousand Quiet Rooms,Fiction,4
T00476,2025-01-27,U0025,The Art of Deep Rest,Self-Help,9
T00898,2025-04-24,U0024,Echoes of Andromeda,Science Fiction,5
T00705,2025-06-29,U0049,Crown of Thorned Vines,Fantasy,17
T00962,2025-01-20,U0078,The Dragon's Ledger,Fantasy,17
T00394,2025-07-21,U0013,,Fiction,19
T01386,2025-05-27,U0069,Echoes of Andromeda,Science Fiction,16
T00331,2025-07-18,U0082,Crown of Thorned Vines,Fantasy,15
T01207,2025-10-23,U0003,The Art of Deep Rest,Self-Help,18
T01280,2025-12-12,U0060,Life in the Margins,Biography,7
T00919,2025-09-05,U0094,Echoes of Andromeda,Science Fiction,21
T00711,2025-01-28,U0021,Revolutions of the Mind,History,13
T01278,2025-08-10,U0109,Detective Rao's Final Case,Mystery,16
T01312,2025-07-27,U0006,Habits That Stick,Self-Help,15
T00970,2025-10-14,U0037,Midnight in Avalon,Fiction,9
T00855,2025-12-16,U0037,Echoes of Andromeda,Science Fiction,16
T00549,2025-03-01,U0011,The Sorcerer's Apprentice,Fantasy,11
T00131,,U0042,The Last Rune Keeper,Fantasy,7
T01296,2025-02-22,U0034,The Sorcerer's Apprentice,Fantasy,32
T01079,2025-06-22,U0065,Life in the Margins,Biography,4
T00039,2025-05-02,U0012,The Silent Orchard,Fiction,5
T00125,2025-08-10,U0014,Empires of Sand,History,21
T00475,2025-02-10,U0083,The Last Colony Ship,Science Fiction,13
T01000,2025-04-01,U0002,Crown of Thorned Vines,Fantasy,2
T01148,2025-08-20,U0014,Whispers of the Tide,Fiction,4
T00996,2025-07-10,U0097,The Sorcerer's Apprentice,Fantasy,17
T00819,2025-02-18,U0080,Atomic Focus,Self-Help,10
T00999,2025-07-15,U0110,Life in the Margins,Biography,15
T00076,2025-06-10,U0094,The Sorcerer's Apprentice,Fantasy,14
T01165,2025-09-13,U0064,The Silent Orchard,Fiction,24
T01016,2025-02-22,U0051,The Last Colony Ship,Science Fiction,18
T00852,2025-10-01,U0108,The Art of Deep Rest,Self-Help,6
T00885,2025-05-09,U0102,A Thousand Quiet Rooms,Fiction,8
T00211,2025-06-08,U0006,Rising: A Memoir,Biography,14
T00296,2025-12-14,U0072,Detective Rao's Final Case,Mystery,8
T00684,2025-01-15,U0076,Detective Rao's Final Case,Mystery,20
T00105,2025-06-02,U0046,The Silent Orchard,Fiction,6
T00803,2025-09-19,U0012,Echoes of Andromeda,Science Fiction,9
T00604,2025-08-05,U0111,Midnight in Avalon,Fiction,12
T00413,2025-04-26,U0039,Case of the Broken Compass,Mystery,13
T00497,2025-01-09,U0037,An Ordinary Genius,Biography,13
T00921,2025-07-04,U0067,Rising: A Memoir,Biography,22
T00041,2025-08-21,U0119,,Fantasy,12
T00966,2025-09-19,U0077,The Silent Orchard,Fiction,12
T01273,2025-03-01,U0105,The Vanishing Hour,Mystery,5
T00912,2025-07-27,U0075,Empires of Sand,History,5
T00313,2025-09-28,U0065,Habits That Stick,Self-Help,14
T00341,2025-08-14,U0096,Revolutions of the Mind,History,16
T01110,2025-02-13,U0097,The Dragon's Ledger,Fantasy,25
T00045,2025-09-18,U0008,An Ordinary Genius,Biography,13
T00865,2025-09-21,U0023,,Science Fiction,20
T00971,2025-05-22,U0105,Detective Rao's Final Case,Mystery,18
T01269,2025-06-25,U0005,An Ordinary Genius,Biography,19
T01172,2025-12-25,U0089,Notes from a Quiet Life,Biography,12
T01499,2025-03-19,U0031,Crown of Thorned Vines,Fantasy,13
T00177,2025-03-20,U0083,A Century of Silence,History,9
T01114,2025-03-14,U0080,Life in the Margins,Biography,9
T01298,2025-01-01,U0082,Echoes of Andromeda,Science Fiction,9
T00496,2025-10-10,U0069,The Silent Orchard,Fiction,21
T00298,2025-03-14,U0085,Midnight in Avalon,Fiction,9
T00986,2025-09-10,U0085,Atomic Focus,Self-Help,20
T00429,2025-05-29,U0096,The Last Colony Ship,Science Fiction,19
T00055,2025-12-08,U0002,Rising: A Memoir,Biography,1
T00386,2025-09-13,U0021,The Last Colony Ship,Science Fiction,1
T00033,2025-02-19,U0013,Kingdom of Ash and Ember,Fantasy,18
T00230,2025-11-27,U0116,The Dragon's Ledger,Fantasy,8
T01388,2025-10-22,U0041,Midnight in Avalon,Fiction,11
T01397,2025-08-17,U0029,Notes from a Quiet Life,Biography,12
T00277,2025-02-15,U0047,Atomic Focus,Self-Help,17
T00257,2025-07-08,U0072,Detective Rao's Final Case,Mystery,11
T00180,2025-03-11,U0066,A Century of Silence,History,10
T01333,2025-09-17,U0070,The Forgotten Treaty,History,13
T01111,2025-05-28,U0112,A Century of Silence,History,52
T01306,2025-07-16,U0006,The Last Colony Ship,Science Fiction,10
T00621,2025-01-21,U0028,The Silent Orchard,Fiction,2
T00997,2025-04-03,U0058,Kingdom of Ash and Ember,Fantasy,21
T00830,2025-01-28,U0106,Detective Rao's Final Case,Mystery,15
T01471,2025-10-13,U0023,The Silent Orchard,Fiction,6
T00978,2025-12-13,U0029,Habits That Stick,Self-Help,17
T00352,2025-07-09,U0058,Echoes of Andromeda,Science Fiction,11
T00028,2025-06-23,U0009,Quantum Drift,Science Fiction,47
T00239,2025-09-27,U0054,Echoes of Andromeda,Science Fiction,18
T01332,2025-02-18,U0068,Midnight in Avalon,Fiction,12
T01393,2025-12-28,U0083,An Ordinary Genius,Biography,10
T00037,2025-05-08,U0060,The Last Colony Ship,Science Fiction,11
T01095,2025-04-27,U0112,The Forgotten Treaty,History,6
T00889,2025-09-15,U0046,The Forgotten Treaty,History,10
T01239,2025-02-15,U0045,The Merchant Kingdoms,History,9
T00532,2025-04-13,U0089,The Long Road Home,Biography,14
T00161,2025-01-21,U0077,The Sorcerer's Apprentice,Fantasy,19
T00380,2025-04-15,U0060,The Sorcerer's Apprentice,Fantasy,19
T01222,2025-06-19,U0086,The Discipline of Small Wins,Self-Help,16
T00384,2025-11-12,U0050,Case of the Broken Compass,Mystery,24
T01173,2025-07-04,U0075,Crown of Thorned Vines,Fantasy,8
T00543,2025-05-08,U0014,Revolutions of the Mind,History,6
T00922,2025-06-15,U0084,Whispers of the Tide,Fiction,5
T00932,2025-10-31,U0074,Whispers of the Tide,Fiction,10
T01452,2025-08-16,U0088,The Art of Deep Rest,Self-Help,1
T01496,2025-08-28,U0096,A Century of Silence,History,10
T01251,2025-11-06,U0055,Quantum Drift,Science Fiction,45
T00171,2025-10-05,U0085,The Merchant Kingdoms,History,16
T01274,2025-09-30,U0097,Crown of Thorned Vines,Fantasy,13
T00447,2025-10-21,U0026,Revolutions of the Mind,History,19
T00374,2025-11-06,U0116,Rising: A Memoir,Biography,13
T01363,2025-11-10,U0090,The Art of Deep Rest,Self-Help,14
T01413,2025-01-02,U0004,Crown of Thorned Vines,Fantasy,19
T00234,2025-04-17,U0071,Empires of Sand,History,13
T00034,2025-08-28,U0053,Detective Rao's Final Case,Mystery,20
T01323,2025-08-01,U0019,Midnight in Avalon,Fiction,9
T00168,2025-05-28,U0064,Kingdom of Ash and Ember,Fantasy,14
T00522,2025-02-17,U0071,Midnight in Avalon,Fiction,11
T00728,2025-08-11,U0088,The Sorcerer's Apprentice,Fantasy,9
T01399,2025-01-12,U0026,Habits That Stick,Self-Help,10
T00952,2025-11-30,U0055,Midnight in Avalon,Fiction,11
T01247,2025-09-07,U0114,Echoes of Andromeda,Science Fiction,12
T01483,2025-09-21,U0073,The Forgotten Treaty,History,11
T00871,2025-03-23,U0065,The Cartographer's Daughter,Fiction,15
T01046,2025-07-19,U0061,The Merchant Kingdoms,History,9
T00221,2025-11-14,U0004,Quantum Drift,Science Fiction,10
T01174,2025-06-15,U0039,Midnight in Avalon,Fiction,10
T00093,2025-04-01,U0029,Habits That Stick,Self-Help,2
T00157,2025-11-28,U0029,Midnight in Avalon,Fiction,8
T01129,2025-08-02,U0030,Rising: A Memoir,Biography,21
T00098,2025-08-19,U0061,The Art of Deep Rest,Self-Help,12
T00606,2025-03-12,U0039,The Dragon's Ledger,Fantasy,9
T00876,2025-07-15,U0042,Atomic Focus,Self-Help,1
T01072,2025-08-01,U0114,The Art of Deep Rest,Self-Help,7
T00510,2025-03-25,U0039,A Century of Silence,History,1
T01160,2025-07-13,U0021,Notes from a Quiet Life,Biography,1
T00115,2025-01-21,U0084,The Cartographer's Daughter,Fiction,10
T01289,2025-02-08,U0120,Crown of Thorned Vines,Fantasy,7
T00616,2025-05-03,U0102,Habits That Stick,Self-Help,17
T00979,2025-06-30,U0053,Habits That Stick,Self-Help,23
T00163,2025-10-22,U0108,A Century of Silence,History,22
T00896,2025-02-13,U0071,The Dragon's Ledger,Fantasy,9
T01490,2025-10-24,U0109,Midnight in Avalon,Fiction,21
T00596,2025-03-05,U0003,Empires of Sand,History,14
T00172,2025-07-05,U0067,A Thousand Quiet Rooms,Fiction,
T01075,2025-07-17,U0069,The Art of Deep Rest,Self-Help,7
T01080,2025-06-11,U0116,A Century of Silence,History,10
T01015,2025-12-25,U0096,Beyond the Event Horizon,Science Fiction,15
T00318,2025-01-14,U0120,The Forgotten Treaty,History,6
T01390,2025-08-18,U0048,Detective Rao's Final Case,Mystery,14
T00950,2025-09-24,U0016,Life in the Margins,Biography,50
T00700,2025-05-02,U0010,Detective Rao's Final Case,Mystery,16
T01052,2025-02-15,U0048,The Long Road Home,Biography,2
T00083,2025-12-13,U0049,Rising: A Memoir,Biography,15
T00191,2025-06-23,U0034,Crown of Thorned Vines,Fantasy,9
T00873,2025-11-13,U0028,Detective Rao's Final Case,Mystery,17
T00890,2025-11-07,U0039,Habits That Stick,Self-Help,12
T00382,2025-09-21,U0048,Echoes of Andromeda,Science Fiction,9
T00755,2025-12-16,U0099,Habits That Stick,Self-Help,59
T01480,,U0032,A Thousand Quiet Rooms,Fiction,11
T01498,2025-09-25,U0008,The Art of Deep Rest,Self-Help,4
T01353,2025-01-21,U0006,The Sorcerer's Apprentice,Fantasy,5
T01259,2025-10-01,U0044,A Thousand Quiet Rooms,Fiction,4
T00550,2025-04-16,U0101,Detective Rao's Final Case,Mystery,6
T00976,2025-08-23,U0100,The Art of Deep Rest,Self-Help,8
T00795,2025-04-16,U0020,Crown of Thorned Vines,Fantasy,8
T00913,2025-10-10,U0005,Neon Horizon,Science Fiction,17
T01003,2025-04-21,U0008,Atomic Focus,Self-Help,1
T01455,2025-09-25,U0057,Midnight in Avalon,Fiction,11
T01050,2025-05-22,U0022,The Locked Library,Mystery,8
T01427,2025-09-06,U0100,Case of the Broken Compass,Mystery,15
T00197,2025-05-31,U0008,The Locked Library,Mystery,13
T00736,2025-01-20,U0061,Life in the Margins,Biography,20
T00269,2025-01-29,U0077,The Dragon's Ledger,Fantasy,39
T00636,2025-10-21,U0014,Beyond the Event Horizon,Science Fiction,19
T00886,2025-05-13,U0030,Life in the Margins,Biography,6
T01006,2025-12-14,U0045,Kingdom of Ash and Ember,Fantasy,14
T00612,2025-05-22,U0032,Habits That Stick,Self-Help,17
T00247,2025-12-26,U0013,The Long Road Home,Biography,5
T00316,2025-03-24,U0011,Echoes of Andromeda,Science Fiction,4
T00584,2025-02-18,U0105,Revolutions of the Mind,History,9
T00825,2025-08-16,U0059,Quantum Drift,Science Fiction,1
T00219,2025-07-08,U0059,An Ordinary Genius,Biography,11
T00334,2025-06-30,U0006,Detective Rao's Final Case,Mystery,13
T00427,2025-03-31,U0005,The Forgotten Treaty,History,19
T01421,2025-11-22,U0054,Case of the Broken Compass,Mystery,14
T01402,2025-07-04,U0086,A Thousand Quiet Rooms,Fiction,10
T01213,2025-08-16,U0070,Revolutions of the Mind,History,16
T00492,2025-12-09,U0105,The Cartographer's Daughter,Fiction,30
T00365,2025-10-22,U0053,Kingdom of Ash and Ember,Fantasy,5
T00523,2025-07-17,U0111,Habits That Stick,Self-Help,43
T00817,2025-12-14,U0112,The Silent Orchard,Fiction,11
T00190,2025-03-15,U0093,Crown of Thorned Vines,Fantasy,10
T00782,2025-01-20,U0001,Crown of Thorned Vines,Fantasy,14
T01121,2025-09-14,U0026,Midnight in Avalon,Fiction,12
T00145,2025-04-05,U0044,Crown of Thorned Vines,Fantasy,12
T00114,2025-10-04,U0003,Midnight in Avalon,Fiction,16
T00662,2025-07-22,U0046,Rewire Your Mornings,Self-Help,9
T01304,2025-02-16,U0083,The Merchant Kingdoms,History,15
T00100,2025-05-27,U0010,Case of the Broken Compass,Mystery,5
T00433,2025-05-12,U0083,The Art of Deep Rest,Self-Help,17
T00265,2025-11-13,U0021,A Thousand Quiet Rooms,Fiction,32
T01166,2025-12-04,U0076,Quantum Drift,Science Fiction,12
T00666,2025-12-18,U0048,Empires of Sand,History,7
T00928,2025-05-24,U0083,The Cartographer's Daughter,Fiction,14
T00090,2025-02-07,U0079,The Merchant Kingdoms,History,17
T00675,2025-09-27,U0103,Rising: A Memoir,Biography,19
T00012,2025-10-26,U0055,The Art of Deep Rest,Self-Help,4
T01443,2025-10-24,U0105,The Cartographer's Daughter,Fiction,7
T00552,2025-02-28,U0091,A Thousand Quiet Rooms,Fiction,40
T01394,2025-10-21,U0097,Revolutions of the Mind,History,14
T00983,2025-04-08,U0117,Atomic Focus,Self-Help,15
T00943,2025-12-04,U0062,Midnight in Avalon,Fiction,3
T00167,2025-06-20,U0053,Crown of Thorned Vines,Fantasy,14
T00060,2025-01-23,U0036,The Sorcerer's Apprentice,Fantasy,
T00315,2025-10-11,U0048,Crown of Thorned Vines,Fantasy,10
T00973,2025-02-07,U0072,An Ordinary Genius,Biography,10
T00218,2025-10-13,U0103,A Century of Silence,History,12
T01210,2025-01-08,U0015,Echoes of Andromeda,Science Fiction,9
T00766,2025-01-19,U0050,The Sorcerer's Apprentice,Fantasy,11
T00808,2025-11-15,U0057,Detective Rao's Final Case,Mystery,8
T00901,2025-02-04,U0086,The Cartographer's Daughter,Fiction,14
T00583,2025-05-29,U0038,The Merchant Kingdoms,History,18
T00054,2025-10-06,U0107,Echoes of Andromeda,Science Fiction,1
T00674,2025-03-12,U0050,Midnight in Avalon,Fiction,7
T00194,2025-05-01,U0009,The Silent Orchard,Fiction,30
T01021,2025-06-16,U0118,Detective Rao's Final Case,Mystery,13
T00505,2025-02-18,U0110,Detective Rao's Final Case,Mystery,15
T00158,2025-02-06,U0019,The Vanishing Hour,Mystery,14
T00853,2025-01-07,U0104,The Forgotten Treaty,History,15
T01263,2025-03-28,U0075,Rising: A Memoir,Biography,9
T01423,2025-02-18,U0024,Habits That Stick,Self-Help,9
T01078,2025-03-27,U0014,The Sorcerer's Apprentice,Fantasy,3
T00009,2025-04-19,U0009,Kingdom of Ash and Ember,Fantasy,3
T01196,2025-07-19,U0078,The Last Colony Ship,Science Fiction,19
T01355,2025-08-20,U0013,Atomic Focus,Self-Help,18
T01200,2025-04-14,U0005,The Dragon's Ledger,Fantasy,10
T01154,2025-10-27,U0024,An Ordinary Genius,Biography,9
T00559,2025-10-02,U0014,A Thousand Quiet Rooms,,8
T01042,2025-10-06,U0010,Habits That Stick,Self-Help,16
T00345,2025-08-17,U0040,Rising: A Memoir,Biography,14
T01375,2025-02-11,U0012,The Forgotten Treaty,History,18
T00582,2025-10-03,U0077,An Ordinary Genius,Biography,4
T00418,2025-08-15,U0045,Rewire Your Mornings,Self-Help,15
T00192,2025-06-18,U0011,Kingdom of Ash and Ember,Fantasy,15
T00716,2025-03-29,U0027,Midnight in Avalon,Fiction,18
T00254,2025-08-05,U0097,The Forgotten Treaty,History,6
T00304,2025-04-26,U0025,Habits That Stick,Self-Help,10
T00231,2025-08-21,U0109,Midnight in Avalon,Fiction,14
T01322,2025-03-30,U0076,The Art of Deep Rest,Self-Help,
T00938,2025-03-27,U0034,Rising: A Memoir,Biography,8
T00994,2025-04-06,U0034,Notes from a Quiet Life,Biography,9
T01149,2025-05-06,U0113,The Forgotten Treaty,History,4
T00731,2025-09-24,U0036,Detective Rao's Final Case,Mystery,19
T00905,2025-07-06,U0073,Echoes of Andromeda,Science Fiction,15
T00084,2025-01-01,U0107,Kingdom of Ash and Ember,Fantasy,18
T01014,2025-04-05,U0022,Crown of Thorned Vines,Fantasy,15
T00238,2025-03-31,U0003,The Long Road Home,Biography,20
T00894,2025-11-28,U0111,A Century of Silence,History,19
T00957,2025-08-17,U0030,Midnight in Avalon,Fiction,21
T00335,2025-12-23,U0060,Habits That Stick,Self-Help,8
T00837,2025-08-01,U0097,Detective Rao's Final Case,Mystery,50
T00964,2025-03-31,U0100,A Thousand Quiet Rooms,Fiction,8
T00074,2025-01-15,U0043,Empires of Sand,History,11
T00376,2025-11-30,U0034,Habits That Stick,Self-Help,4
T00471,2025-08-02,U0090,An Ordinary Genius,Biography,10
T00868,2025-06-15,U0119,Whispers of the Tide,Fiction,13
T00305,2025-02-21,U0038,Echoes of Andromeda,Science Fiction,2
T00387,2025-07-21,U0012,The Last Rune Keeper,Fantasy,14
T00109,2025-03-07,U0118,Empires of Sand,History,2
T00902,2025-03-07,U0046,A Century of Silence,History,19
T01139,2025-04-29,U0030,Quantum Drift,Science Fiction,6
T00310,2025-08-18,U0101,The Art of Deep Rest,Self-Help,10
T01485,2025-09-08,U0013,The Locked Library,Mystery,9
T00647,2025-10-05,U0030,Kingdom of Ash and Ember,Fantasy,12
T00338,2025-09-21,U0040,The Locked Library,Mystery,14
T00893,2025-12-13,U0039,Rising: A Memoir,Biography,7
T01311,2025-06-23,U0005,The Merchant Kingdoms,History,6
T01059,2025-06-15,U0045,The Last Colony Ship,Science Fiction,10
T00541,2025-10-06,U0054,The Forgotten Treaty,History,60
T01256,2025-09-25,U0011,Crown of Thorned Vines,Fantasy,10
T00540,2025-09-03,U0077,The Cartographer's Daughter,Fiction,1
T01378,2025-03-09,U0070,A Century of Silence,History,8
T00881,2025-12-10,U0027,Rising: A Memoir,Biography,14
T00739,2025-07-10,U0115,Revolutions of the Mind,History,56
T00576,2025-02-22,U0055,Life in the Margins,Biography,14
T01023,2025-04-01,U0070,A Century of Silence,History,11
